0	"large-scale knowledge"	rdfs:subClassOf	"knowledge"
0	"large-scale knowledge graphs"	rdfs:subClassOf	"graphs"
0	"knowledge graphs"	rdfs:subClassOf	"graphs"
0	"large-scale knowledge graphs"	rdfs:subClassOf	"knowledge graphs"
0	"used"	vn.role:Theme	"large-scale knowledge graphs"
0	"used"	local:AM-ADV	"increasingly"
0	"used"	local:AM-LOC	"applications"
0	"growing"	vn.role:Location	"need"
0	"support"	vn.role:Theme	"tools"
0	"support"	local:AM-MOD	"can"
0	"support"	local:AM-MNR	"effectively"
0	"exploration tasks"	rdfs:subClassOf	"tasks"
0	"users in analysis"	local:in_analysis	"users"
0	"users in analysis"	local:users_in	"analysis"
0	"users in analysis in exploration tasks"	local:in_explorationtasks	"users in analysis"
0	"users in analysis in exploration tasks"	local:usersinanalysis_in	"exploration tasks"
0	"support"	vn.role:Experiencer	"users in analysis in exploration tasks"
1	"entity comparison"	rdfs:subClassOf	"comparison"
1	"describe"	vn.role:Agent	"entity comparison"
1	"informative way"	rdfs:subClassOf	"way"
1	"describe"	local:AM-MNR	"informative way"
1	"knowledge graph"	rdfs:subClassOf	"graph"
1	"given entities"	rdfs:subClassOf	"entities"
1	"two given entities"	rdfs:subClassOf	"given entities"
1	"similarities between two given entities"	local:between_twogivenentities	"similarities"
1	"similarities between two given entities"	local:similarities_between	"two given entities"
1	"described in knowledge graph"	local:in_knowledgegraph	"described"
1	"described in knowledge graph"	local:described_in	"knowledge graph"
1	"describe"	vn.role:Theme	"similarities between two given entities"
1	"given"	vn.role:object	"entities"
1	"knowledge graph"	rdfs:subClassOf	"graph"
1	"described"	local:AM-LOC	"knowledge graph"
2	"previous work"	rdfs:subClassOf	"work"
2	"modelled"	local:AM-LOC	"previous work"
2	"entity comparison"	rdfs:subClassOf	"comparison"
2	"result of entity comparison"	local:of_entitycomparison	"result"
2	"result of entity comparison"	local:result_of	"entity comparison"
2	"modelled"	vn.role:Theme	"result of entity comparison"
2	"input entities"	rdfs:subClassOf	"entities"
2	"similarity query"	rdfs:subClassOf	"query"
2	"sparql query"	rdfs:subClassOf	"query"
2	"similarity sparql query"	rdfs:subClassOf	"sparql query"
2	"sparql query having"	local:_having	"sparql query"
2	"sparql query having"	local:sparqlquery_	"having"
2	"modelled"	vn.role:Theme	"similarity sparql query"
2	"telecom companies"	rdfs:subClassOf	"companies"
2	"input graph"	rdfs:subClassOf	"graph"
2	"yago graph"	rdfs:subClassOf	"graph"
2	"two companies"	rdfs:subClassOf	"companies"
2	"can describe"	rdfs:subClassOf	"describe"
2	"part of answer"	local:of_answer	"part"
2	"part of answer"	local:part_of	"answer"
2	"answer over input graph"	local:over_inputgraph	"answer"
2	"answer over input graph"	local:answer_over	"input graph"
2	"can describe for instance"	local:for_instance	"can describe"
2	"can describe for instance"	local:candescribe_for	"instance"
2	"similarity between two companies"	local:between_twocompanies	"similarity"
2	"similarity between two companies"	local:similarity_between	"two companies"
2	"two companies such_as telenor"	local:such_as_telenor	"two companies"
2	"two companies such_as telenor"	local:twocompanies_such_as	"telenor"
2	"telenor in yago graph"	local:in_yagograph	"telenor"
2	"telenor in yago graph"	local:telenor_in	"yago graph"
2	"asking for telecom companies"	local:for_telecomcompanies	"asking"
2	"asking for telecom companies"	local:asking_for	"telecom companies"
2	"telecom companies based"	local:_based	"telecom companies"
2	"telecom companies based"	local:telecomcompanies_	"based"
2	"based in europe"	local:in_europe	"based"
2	"based in europe"	local:based_in	"europe"
2	"modelled"	local:AM-TMP	"part of answer"
2	"similarity query"	rdfs:subClassOf	"query"
2	"is,"	vn.role:subject	"similarity query"
2	"sparql query"	rdfs:subClassOf	"query"
2	"is,"	vn.role:object	"sparql query"
2	"sparql query"	rdfs:subClassOf	"query"
2	"having"	vn.role:Experiencer	"sparql query"
2	"input entities"	rdfs:subClassOf	"entities"
2	"having"	vn.role:Stimulus	"input entities"
2	"input graph"	rdfs:subClassOf	"graph"
2	"input graph for instance"	local:for_instance	"input graph"
2	"input graph for instance"	local:inputgraph_for	"instance"
2	"instance one"	local:_one	"instance"
2	"instance one"	local:instance_	"one"
2	"describe"	vn.role:Agent	"input graph for instance"
2	"describe"	local:AM-MOD	"can"
2	"telecom companies"	rdfs:subClassOf	"companies"
2	"yago graph"	rdfs:subClassOf	"graph"
2	"two companies"	rdfs:subClassOf	"companies"
2	"similarity between two companies"	local:between_twocompanies	"similarity"
2	"similarity between two companies"	local:similarity_between	"two companies"
2	"two companies such_as telenor"	local:such_as_telenor	"two companies"
2	"two companies such_as telenor"	local:twocompanies_such_as	"telenor"
2	"telenor in yago graph"	local:in_yagograph	"telenor"
2	"telenor in yago graph"	local:telenor_in	"yago graph"
2	"asking for telecom companies"	local:for_telecomcompanies	"asking"
2	"asking for telecom companies"	local:asking_for	"telecom companies"
2	"telecom companies based"	local:_based	"telecom companies"
2	"telecom companies based"	local:telecomcompanies_	"based"
2	"based in europe"	local:in_europe	"based"
2	"based in europe"	local:based_in	"europe"
2	"describe"	vn.role:Theme	"similarity between two companies"
2	"telecom companies"	rdfs:subClassOf	"companies"
2	"telecom companies based"	local:_based	"telecom companies"
2	"telecom companies based"	local:telecomcompanies_	"based"
2	"based in europe"	local:in_europe	"based"
2	"based in europe"	local:based_in	"europe"
2	"asking"	vn.role:Recipient	"telecom companies based"
2	"telecom companies"	rdfs:subClassOf	"companies"
2	"based"	vn.role:Cause	"telecom companies"
2	"based"	local:AM-LOC	"europe"
3	"previous work"	rdfs:subClassOf	"work"
3	"modelled"	local:AM-LOC	"previous work"
3	"entity comparison"	rdfs:subClassOf	"comparison"
3	"result of entity comparison"	local:of_entitycomparison	"result"
3	"result of entity comparison"	local:result_of	"entity comparison"
3	"modelled"	vn.role:Theme	"result of entity comparison"
3	"similarity query"	rdfs:subClassOf	"query"
3	"modelled"	vn.role:indirect_object	"similarity query"
3	"telecom companies"	rdfs:subClassOf	"companies"
3	"input graph"	rdfs:subClassOf	"graph"
3	"yago graph"	rdfs:subClassOf	"graph"
3	"two companies"	rdfs:subClassOf	"companies"
3	"can describe"	rdfs:subClassOf	"describe"
3	"part of answer"	local:of_answer	"part"
3	"part of answer"	local:part_of	"answer"
3	"answer over input graph"	local:over_inputgraph	"answer"
3	"answer over input graph"	local:answer_over	"input graph"
3	"can describe for instance"	local:for_instance	"can describe"
3	"can describe for instance"	local:candescribe_for	"instance"
3	"similarity between two companies"	local:between_twocompanies	"similarity"
3	"similarity between two companies"	local:similarity_between	"two companies"
3	"two companies such_as vodafone"	local:such_as_vodafone	"two companies"
3	"two companies such_as vodafone"	local:twocompanies_such_as	"vodafone"
3	"vodafone in yago graph"	local:in_yagograph	"vodafone"
3	"vodafone in yago graph"	local:vodafone_in	"yago graph"
3	"asking for telecom companies"	local:for_telecomcompanies	"asking"
3	"asking for telecom companies"	local:asking_for	"telecom companies"
3	"telecom companies based"	local:_based	"telecom companies"
3	"telecom companies based"	local:telecomcompanies_	"based"
3	"based in europe"	local:in_europe	"based"
3	"based in europe"	local:based_in	"europe"
3	"modelled"	local:AM-TMP	"part of answer"
3	"similarity query"	rdfs:subClassOf	"query"
3	"is,"	vn.role:subject	"similarity query"
3	"sparql query"	rdfs:subClassOf	"query"
3	"is,"	vn.role:object	"sparql query"
3	"sparql query"	rdfs:subClassOf	"query"
3	"having"	vn.role:Experiencer	"sparql query"
3	"input entities"	rdfs:subClassOf	"entities"
3	"having"	vn.role:Stimulus	"input entities"
3	"input graph"	rdfs:subClassOf	"graph"
3	"input graph for instance"	local:for_instance	"input graph"
3	"input graph for instance"	local:inputgraph_for	"instance"
3	"instance one"	local:_one	"instance"
3	"instance one"	local:instance_	"one"
3	"describe"	vn.role:Agent	"input graph for instance"
3	"describe"	local:AM-MOD	"can"
3	"telecom companies"	rdfs:subClassOf	"companies"
3	"yago graph"	rdfs:subClassOf	"graph"
3	"two companies"	rdfs:subClassOf	"companies"
3	"similarity between two companies"	local:between_twocompanies	"similarity"
3	"similarity between two companies"	local:similarity_between	"two companies"
3	"two companies such_as vodafone"	local:such_as_vodafone	"two companies"
3	"two companies such_as vodafone"	local:twocompanies_such_as	"vodafone"
3	"vodafone in yago graph"	local:in_yagograph	"vodafone"
3	"vodafone in yago graph"	local:vodafone_in	"yago graph"
3	"asking for telecom companies"	local:for_telecomcompanies	"asking"
3	"asking for telecom companies"	local:asking_for	"telecom companies"
3	"telecom companies based"	local:_based	"telecom companies"
3	"telecom companies based"	local:telecomcompanies_	"based"
3	"based in europe"	local:in_europe	"based"
3	"based in europe"	local:based_in	"europe"
3	"describe"	vn.role:Theme	"similarity between two companies"
3	"telecom companies"	rdfs:subClassOf	"companies"
3	"telecom companies based"	local:_based	"telecom companies"
3	"telecom companies based"	local:telecomcompanies_	"based"
3	"based in europe"	local:in_europe	"based"
3	"based in europe"	local:based_in	"europe"
3	"asking"	vn.role:Recipient	"telecom companies based"
3	"telecom companies"	rdfs:subClassOf	"companies"
3	"based"	vn.role:Cause	"telecom companies"
3	"based"	local:AM-LOC	"europe"
4	"extend"	local:AM-LOC	"paper"
4	"different ways"	rdfs:subClassOf	"ways"
4	"prior work"	rdfs:subClassOf	"work"
4	"our prior work"	rdfs:subClassOf	"prior work"
4	"results of our prior work"	local:of_ourpriorwork	"results"
4	"results of our prior work"	local:results_of	"our prior work"
4	"our prior work in different ways"	local:in_differentways	"our prior work"
4	"our prior work in different ways"	local:ourpriorwork_in	"different ways"
4	"extend"	vn.role:Theme	"results of our prior work"
5	"expand"	vn.role:Agent	"first"
5	"similarity queries"	rdfs:subClassOf	"queries"
5	"language of similarity queries"	local:of_similarityqueries	"language"
5	"language of similarity queries"	local:language_of	"similarity queries"
5	"expand"	vn.role:Patient	"language of similarity queries"
5	"richer fragment"	rdfs:subClassOf	"fragment"
5	"filter expressions"	rdfs:subClassOf	"expressions"
5	"numeric filter expressions"	rdfs:subClassOf	"expressions"
5	"numeric filter"	rdfs:subClassOf	"filter"
5	"numeric filter expressions"	rdfs:subClassOf	"filter expressions"
5	"allowing for numeric filter expressions"	local:for_numericfilterexpressions	"allowing"
5	"allowing for numeric filter expressions"	local:allowing_for	"numeric filter expressions"
5	"expand"	local:AM-PNC	"consider"
5	"filter expressions"	rdfs:subClassOf	"expressions"
5	"numeric filter expressions"	rdfs:subClassOf	"expressions"
5	"numeric filter"	rdfs:subClassOf	"filter"
5	"numeric filter expressions"	rdfs:subClassOf	"filter expressions"
5	"richer fragment"	rdfs:subClassOf	"fragment"
5	"allowing for numeric filter expressions"	local:for_numericfilterexpressions	"allowing"
5	"allowing for numeric filter expressions"	local:allowing_for	"numeric filter expressions"
5	"consider"	vn.role:Theme	"richer fragment"
5	"filter expressions"	rdfs:subClassOf	"expressions"
5	"numeric filter expressions"	rdfs:subClassOf	"expressions"
5	"numeric filter"	rdfs:subClassOf	"filter"
5	"30,000 employees"	rdfs:subClassOf	"employees"
5	"least 30,000"	rdfs:subClassOf	"30,000"
5	"also similar"	rdfs:subClassOf	"similar"
5	"numeric filter expressions"	rdfs:subClassOf	"filter expressions"
5	"also similar in vodafone"	local:in_vodafone	"also similar"
5	"also similar in vodafone"	local:alsosimilar_in	"vodafone"
5	"allowing"	vn.role:Theme	"numeric filter expressions"
5	"filter expressions"	rdfs:subClassOf	"expressions"
5	"numeric filter expressions"	rdfs:subClassOf	"expressions"
5	"numeric filter"	rdfs:subClassOf	"filter"
5	"numeric filter expressions"	rdfs:subClassOf	"filter expressions"
5	"richer fragment"	rdfs:subClassOf	"fragment"
5	"allowing for numeric filter expressions"	local:for_numericfilterexpressions	"allowing"
5	"allowing for numeric filter expressions"	local:allowing_for	"numeric filter expressions"
5	"enables"	vn.role:Agent	"richer fragment"
5	"30,000 employees"	rdfs:subClassOf	"employees"
5	"least 30,000"	rdfs:subClassOf	"30,000"
5	"also similar"	rdfs:subClassOf	"similar"
5	"also similar in vodafone"	local:in_vodafone	"also similar"
5	"also similar in vodafone"	local:alsosimilar_in	"vodafone"
5	"enables"	vn.role:Patient	"also similar in vodafone"
5	"express"	vn.role:Theme	"our"
5	"30,000 employees"	rdfs:subClassOf	"employees"
5	"least 30,000"	rdfs:subClassOf	"30,000"
5	"also similar"	rdfs:subClassOf	"similar"
5	"also similar in vodafone"	local:in_vodafone	"also similar"
5	"also similar in vodafone"	local:alsosimilar_in	"vodafone"
5	"express"	vn.role:Agent	"also similar in vodafone"
5	"have"	vn.role:Experiencer	"vodafone"
5	"have"	local:AM-ADV	"both"
5	"30,000 employees"	rdfs:subClassOf	"employees"
5	"least 30,000"	rdfs:subClassOf	"30,000"
5	"have"	vn.role:Stimulus	"30,000 employees"
6	"expand"	vn.role:Agent	"first"
6	"similarity queries"	rdfs:subClassOf	"queries"
6	"language of similarity queries"	local:of_similarityqueries	"language"
6	"language of similarity queries"	local:language_of	"similarity queries"
6	"expand"	vn.role:Patient	"language of similarity queries"
6	"richer fragment"	rdfs:subClassOf	"fragment"
6	"filter expressions"	rdfs:subClassOf	"expressions"
